id,text
1573,929 4198 11259 5602 9810 17281 28394 1433 10647 2281 25473 7659 760 ， 21874 29095 2106 10039 19800 26669 21092 22103 1292 16328 18371 29179 1845 1396 4685 4198 11259 8222 85 6189 23349 749 13839 17281 10026 27308 ， 12459 3328 8194 1943 9601
1574,20850 16328 16328 14051 25682 2124 16157 10647 2797 18785 20791 ， 17227 13353 3263 21552 4873 15395 3037 ， 233 2103 16328 8251 1396 16328 16328 8679 ， 18496 26336 1258 27063 9043
1575,413 16337 5574 10879 27013 12196 17018 1396 7390 11497 10300 16045 25398 6636 9273 1629 18483 26328 21694 27370 16328 8251 10596 17983 25504 ， 26336 4054 25585 7230 4274 4004 22382 14232 17281 8100 9043 13462 14950
1576,22705 6636 2337 2281 20015 20244 9023 23598 17281 1258 12331 6653 13995 24583 18239 9810 18947 726 17861 22103 1292 4685 9601 6653 21209 10063 13839 ， 25483 19121 26568 2281 22382 10935 8718 10879 ， 4004 8147 1242 3144 1826 26669
1577,22705 12052 27145 15707 2738 15506 9498 21618 26537 2281 233 2103 233 15766 1396 12960 4873 1258 10449 11688 ， 12052 10449 1390 17997 30096 8679 13114 17281 16230 13489 5697 396 1390 2410 13489 10647 13535 25483 19121 23904 ， 4496 14232 2106 10039
1578,25483 19121 1292 929 17515 8147 22410 23953 8282 21092 13994 17281 14950 26336 21079 25483 8147 22737 20060 17281 27013 18451 13535 979 8641 15316 14547 14501 27454 14244 3262 15469 17281 14547 10937 24445 15469 ， 14547 25483 19121 2281 14501 23349 8194 15469 6809 16037 11962 1951 20923 16328 21534 4198 25284 2106 10039
1579,9737 9283 979 8194 24703 10204 12772 20448 17062 8100 17281 14018 29192 9283 5111 ， 1258 11497 25157 26336 5574 15316 17170 10723 4772 12567 17281 24058 8773 30327 26059 ， 21092 29192 17281 16037 27370 16328 2103 625 28957 11568 15360 26366 25483 19121 17525 10446 25157 ， 25212 28648
1580,10893 4529 23635 8147 979 8194 3470 23980 1222 15506 9498 15098 3636 ， 2124 16157 21534 4198 10647 28503 23978 8766 16230 9755 26669 26748 10449 26754 14142 13846 14454 16021 8194 ， 5112 20244 23635 8147 233 4198 2106 10039
1581,9601 8147 2106 10039 8641 15316 ， 14489 25483 15647 6653 23904 27700 25585 13355 8194 17799 9963 24540 21092 17434 9192 17857 21473 19433 29640 8137 30241 8266 3262 17434 9192 5697 1602 25504 2545 25572 4397 17861 26564 23052 5310 ， 927 3712 2106 10039
1582,22705 25277 7558 25483 19121 23904 4274 29956 2224 10204 5046 12567 ， 25483 19121 10647 7961 8456 28751 16337 5697 29940 648 1429 2281 25483 8147 29842 2124 3696 25930 21726 12367 11160 17281 28900 27321 8045 29000 26059 ， 4898 15991 1938 5602 2545 25986 29832 21326
1583,25483 8147 14547 26307 16456 18970 4873 9935 4529 20097 25130 7481 14684 17281 5602 21649 3262 26754 15469 ， 8929 9925 22311 19636 10645 18496 26336 14547 28428 11497 11100 881 3110 18496 15469 4274 25483 8147 13462 14950 240 5320 ， 12163 8224 13343 18371 4198 19897 25257 23635 22131
1584,979 26564 20060 18542 4004 25483 26307 18947 2281 25819 16337 28514 17170 17281 8194 17799 8194 29003 16575 15506 9498 29584 1781 ， 4004 4767 12672 854 24586 23635 22131 1317
1585,4275 19395 10449 10596 10238 20163 6527 12163 25398 29627 12163 8224 13343 12052 27145 28332 28860 27013 12196 5602 13846 6653 18679 27013 12196 3877 24586 5697 25483 19121 5609 20983 25756 8414 5037 240
1586,235 8718 5697 5697 11259 19121 2281 233 2103 16328 15766 1396 10449 18679 12772 20448 13091 21618 25368 24583 3261 13767 27370 14145 19339 8258 25504
1587,20850 22014 27653 24965 29547 13712 3240 7800 4054 ， 15912 1823 21004 26669 10647 1258 11497 24659 5609 13712 3262 5120 4772 4873 10551 7659 25473 19286 2568 ， 20817 20447 13554 24659 5609 4018 13470 30249 15465 23904 12790 26765 14232 2106 10039
1588,233 2103 16328 1845 1396 21552 1258 12235 19269 29322 25130 13916 2090 9765 23532 23904 15305 5489 9410 10411 16337 26934 22014 19226 ， 25483 19121 27013 12196 233 2103 16328 21534 1396 12052 27145 625 13178 18754 30100 17954 2990 16133 7424 11583 28332 29525 10922 7251 12052 21534 26363 22160 235 2545 23648 14684 8935
1589,13916 14684 12153 2545 25986 2545 3025 14489 25843 ， 20850 25483 19121 16868 2166 3099 3099 2617 2617 20634 5732 929 14489 2545 25986 22160 6288 ， 25131 8327 24199 29003 10449 11497 24540 28964 13489 17281 17861 16542 29832 21326 ， 14489 25843 26336 9808 19052 14489 25483 10620 8194 28332 13462 2617 1053 ， 29627 15107 1317
1590,648 8224 4529 19121 927 17281 21828 23904 15014 7257 24965 23953 5368 4397 5084 12872 5119 9023 23598 2281 29731 19654 ， 16328 18371 18371 21534 1396
1591,20060 23513 21534 2103 14051 ， 4139 22737 12100 1082 1065 3145 648 8224 3110 25442 17281 25442 1834 ， 10596 13178 22382 4224 3218 4767 2124 16157 16328 18371 4198 12052 27145
1592,22705 2106 10039 8929 12660 27370 16542 27145 21874 14547 22410 22007 26669 21092 15318 9007 5834 7659 17281 25473 20097 21209 27063 15469 ， 1292 929 8189 15647 25133 22986 27091 15912 14051 16614 6180 27013 12196 24199 29003 19052 15707
1593,14668 19121 11342 30100 17062 6653 13995 9810 18947 1258 10300 16456 25501 24583 13337 17861 26564 14950 2738 ， 28874 2832 20097 16456 929 25483 19121 5368 4397 726 17861 1781 12855 17281 17062 8100 ， 7442 9601 19121 5697 4004 22382 14232 979 20265 2832 20097 16416 1341 17281 6653 13995 24007 9379
1594,25585 26307 8750 12163 12113 1242 26568 24058 10937 24053 1826 15465 9601 19121 2124 16157 10274 7154 22016 19395 20458 23404 27095 27331 13535 10449 21871 14547 5379 14477 19052 26336 15469 ， 2281 10893 29956 4529
1595,10941 19121 396 2446 2281 14489 25843 396 11766 1602 29538 23832 19052 4054 29038 10636 3144 8194 1943 ， 10300 1879 1845 10446 8679 979 4873
1596,6653 18679 235 23926 8644 8718 17404 16337 17281 30096 16825 7906 16802 9601 14477 ， 18496 235 23926 19121 11160 17281 10039 10411 27151 26526 11342 1995 13212 4054 235 23926 17281 28461 26564 3099 27564 ， 233 2103 16328 1845 1396
1597,2166 25682 18496 14497 21820 269 17646 10874 15927 274 24965 17568 3918 4873 25585 25157 26725 8414 12489 10274 ， 29547 2281 12446 7915 17170 25157 17281 10449 10446 26883 7469 25473 24965 3037 ， 233 2103 16328 233 1396
1598,2617 26082 1258 17857 21473 13535 21322 929 17281 19052 26336 ， 14489 25843 24583 17256 4054 ， 9963 2281 1845 4198 20048 15707 17281 15912 14051 ， 1258 3144 12772 2910 28136 20531 3218 9935 4969 26669 12567 1292 929 17281 24540 3011 10922 9963 13535 14489 25843
1599,25473 22382 13846 16640 9192 27013 12196 4159 24053 11160 20428 8194 26526 10238 20163 10922 4920 26154 749 ， 12772 4198
1600,28461 26564 3110 18496 29956 10449 13535 14547 2337 20669 28503 23978 15469 21552 1292 929 ， 5292 2286 1396 16328 16328 8679 4274 3848 2910 25572 4397 17281 14547 20431 3848 15469 23349 26526 17018 1396 16328 8679 2281 7661 19121 26526 8194 12052 16157 21552 8322 26154
1601,25398 29627 9601 8147 22103 1292 5233 10760 29640 9210 19078 26823 23372 19328 ， 1826 15465 648 8224 28682 14489 25843 24583 1451 29640 6653 9283 5111 ， 8766 104 22131 1826 15465 4004 22382 14232 22103 1292 4685 9601 6653 21209 10063 13839 28682 4685 25277 7558 8137 19934 5379 2187 10937 10063 13839
1602,5609 5933 15439 15912 1823 20414 8194 18728 24169 14501 27454 5609 20983 929 10941 27564 5697 1602 17281 20060 18542 ， 15337 1116 85 19339 17281 13516 9007 14328 27013 ， 19636 17018 14501 27454 22410 22007 17281 26568 24058 13535 19339 28943 8045 5697 1602 17281 3780 14847 16825 3099 ， 29547 7230 8808
1603,10816 3262 1938 5602 2124 5216 25277 7558 25756 22410 10039 10411 ， 26564 85 19910 23452 22977 27427 19121 3011 12960 2124 ， 20097 19910 23452 5609 10658 23503 10674 4873 27013 12196 26307 9023 28648 10039 10411 8222 22443 ， 17525 8679 233 17525 4198 ， 15991 28898
1604,7442 13535 25483 19121 ， 7251 8100 17281 979 29555 13535 648 8224 ， 22705 27878
1605,2281 233 2103 233 16328 1396 8644 2738 19462 2224 16754 29038 10449 26328 18529 25504 24445 26313 23259 2090 7906 29322 ， 9601 19121 27321 27369 18371 16328 18371 16542 9815 6637 25504 10647 2281 233 2103 233 2103 1396 27357 29003 16575 7875 3994 16021 ， 15991 9601 19121 5609 3994 1823 23980 1222
1606,22705 10059 25203 26729 20510 19286 29555 20097 17281 29842 2124 6189 26059 ， 14501 30096 3844 8194 24583 17256 23904 633 24651 26096 27427 25682 16614 6180 30096 8147 17857 7158 25945 1053 12520 10026
1607,9601 20060 3240 7800 22977 5933 24445 21105 17281 4004 22382 14232 3042 4438 25504 9283 5111 ， 1258 6353 13535 235 23926 9935 20060 24445 26313 2954 21105 14547 23468 4274 25368 24583 15469 ， 20270 4529 9963 20097 10449 10446 ， 979 1242
1608,4438 25163 26336 11080 20823 27370 3261 21857 ， 6762 12660 23372 9428 15305 25368 9601 13516 1451 10039 17281 10449 12331 21473 27700 17281 3994 13971 30181 9283 8147 12520 ， 2281 8503 4198 23832 27067 17281 8100 4470 27370 233 2103 16328 17525 15107 11296 10922
1609,26564 85 10937 29842 10042 19642 12052 26328 25473 20097 23259 10874 ， 10647 18679 15656 10879 10935 26934 10937 29842 ， 1063 12754 18561 28109 8137 19812 2628 9023 30241 28648 2224 9023 5697 8895 22311 25504 16051 16328 8251 4198 2106 10039
1610,929 23308 25130 10879 648 18244 25130 15130 1823 21720 5933 19052 23259 26082 ， 4004 22382 14232 26307 18947 13343 1394 4274 27762 6380 2797 26307 18947 12075 16337 1242 28503 15912 14051 2281 29940 23732 26307 18947 854 18448 23832 19052 8194 1943 ， 15991 4004 27700 2199 16328 8251 4198 104 23084
1611,16853 17227 10300 26537 17281 25483 19121 27700 705 25848 2281 15316 8327 24823 104 15305 11663 929 29547 5192 979 5540 10026 17281 1826 29057 ， 15912 12163 8224 13343 2281 21874 11160 17281 28392 14306 6989 12567 10300
1612,8322 25284 10647 22410 22007 648 8224 11419 22480 104 8842 ， 12206 12163 13821 16856 20458 5697 13821 16856 20458 28332 13462 16985 22737 19121 979 26564 1341 20163 14547 17482 13613 15469 ， 648 8224 648 14232 20244 7702 1030 18430 4470 12553 29842 27145 25316 25169 18496 22392 22208 16856 21694 233 17525 4198 23635 22131
1613,18496 10893 14501 8100 10539 11526 24199 9273 10449 25398 14547 15766 4438 17434 15469 19339 25504 11728 24111 14547 17062 18775 20060 15469
1614,23635 8147 10893 4529 25257 929 27623 4198 2281 27993 27454 24073 23832 19052 17281 10039 10411 2705 15707 24583 26669 979 1292 929 10238 881 11760 ， 19910 23452 23635 8147 5931 14306 24583 13178 27700 705 11006 1317
1615,26336 19551 20866 17891 28392 15927 274 ， 13343 1394 28874 16614 6180 10941 1390 4004 22382 14232 10937 5609 26669 12567 24583 2617
1616,22705 27878 15460 6931 5697 25398 29627 8609 28256 1242 16337 27013 12196 ， 13821 7247 12868 28874 1826 15465 26417 22666 23904 24586 4438 2106 25483 19121 929 2797 5933 19052 10658 16240 2705 15707
1617,26096 2281 25483 19121 9531 26694 17281 11259 19121 19121 8194 26526 22737 28109 13163 1938 4274 25483 19121 20983 26526 16157 26526 22737 8067 10539 9410 21114 10037 9925 23832 19052 8194 1943 ， 15912 10723 10300 10658 16328 233 4198 ， 15991 11259 28332 2199 104 23084
1618,4274 19269 19855 5697 24583 1451 9601 19121 12235 25585 7230 13462 14950 13535 9601 19121 28648 2224 2066 14950 17281 16416 9935 8147 8644 ， 9601 19121 24540 24540 2281 2281 10723 16021 1053 ， 18430 1989 10238 19912 2199 17281 28109 2922 1826 26669
1619,28109 2922 1317 29498 14547 12153 3519 6494 16856 12369 16337 5379 2187 10937 29842 2281 28018 25585 22382 16337 23832 19052 17281 233 2103 16328 18371 235 23926 3994 17062 1451 10922 1451 10039 4054 27700 17281 29235 4938 17062 10723 6653 13995 15469
1620,27363 9981 15682 14232 15305 10647 24053 23532 24583 1451 28133 4938 5697 9601 4938 6653 13995 ， 19636 10645 25483 19121 2281 4685 9601 6653 21209 10063 13839 10722 7558 25682 24053 23532 9023 23598 6653 13995 9810 18947 ， 4004 22382 14232 26307 18947 13343 1394 19897 25257 23635 22131 25945
1621,7661 19121 23635 8147 16328 2103 8679 27357 12153 14547 13343 10238 16648 12248 15927 15469 274 22197 22014 19226 21357
1622,22705 10539 11526 12163 8224 13343 10647 14547 23904 6189 21209 15185 15469 13554 26313 4274 9601 19121 17281 15506 9498 561 10204 23349 26526 9601 ， 16853 29956 5083 16614 6180 25483 19121 10238 20163 8641 15316 19910 23452 5609 28461 7906 15707 17281 2124 12520 ， 15991 19910 23452 4685 2970 104 13839 104 23084
1623,13607 19492 25483 19121 19121 30100 9023 22737 29015 17401 14232 9410 10935 20817 14232 2281 11160 17281 1242 274 25483 19121 854 24586 26568 24058 10937 24053 2106 10039 1292 929 7481 16456 929 235 23926 24540 21326 17281 2545 25986
1624,25483 19121 28900 27013 9023 2545 25986 5219 12235 13916 2090 17281 3218 27653 25658 17281 13535 24426 929 29547 13712 4274 4004 22382 14232 17937 29652 3848 16042 14405 12614 20097 4990 1357 17281 23259 2090 5602 28332 5697 5046 12567
1625,4198 4529 19897 26669 22410 25398 29627 12163 8224 13343 14547 21692 5574 14568 7504 15469 ， 15912 1396 5697 25483 8147 23052 12772 10724 23598 4685 9601 6653 21209 10063 13839 17281 29065 16337 13778 13881 9428
1626,25277 7558 10647 7481 18970 29000 20326 26462 26669 3099 4873 19654 28648 ， 13700 16542 25130 10879 26307 8750 14232 15305 12163 22392 15682 29731 14823 18371 4198 2281 15745 3249 14232 17281 10449 10446 8194 26526 10922 4274 9019 25157 25572 4397 23349 26526 ， 10893 4529 20097 8146 10674 104 23084
1627,9601 19121 12772 9090 7247 8718 10879 30241 12446 8718 10879 19328 19269 19855 19121 12235 17281 10446 28957 13462 14950 21871 25658 3218 8503 26669 21092 4054 10449 11497 20015 7386 ， 20097 24808 11342 26694 29498 20097 8146 10674 104 23084
1628,30249 15465 7906 10148 27700 10449 25398 25483 19121 929 3844 11160 23146 16856 14547 23904 23084 28461 22197 12170 12846 19938 21105 15469 17281 18529 25504 26568 24058 18067 25572 22311 19395 12640 10879 7342 7342 7915 ， 25483 19121 19121 3011 24053 24583 23598 23598 22737 23404 4925 233 17525 4198 2106 10039
1629,14547 19910 23452 25473 20097 17281 12091 14523 11766 13535 18970 27665 9601 19121 25682 24714 20097 17281 15469 ， 29547 11295 26336 19910 23452 23904 29555 8766 1242 2286 11160 10723 4054 6837
1630,22792 2281 25657 1451 13462 14950 ， 9601 19121 19654 8100 4274 5420 2910 19121 12235 19654 8100 14131 19047 396 3144 23832 19052 28332 13462 28136 12872 ， 27700 25585 13355 19121 30100 9023 21534 4198 25945 ， 10893 28648 15991 16825 23980 2199 104 23084
1631,25585 1562 4054 4990 10639 9007 21720 ， 22705 1317 21092 2281 17281 929 19709 1823 22410 3780 625 10786 7077 ， 16614 6180 4004 22382 14232 18785 20791 29296 8147 7510 24586 ， 10811 8251 6316 23503 21534 2103 4198 24583 2106 28332 13462 2617 1053
1632,29296 6762 20244 19654 8100 29842 27145 9023 3240 7800 9963 13535 8322 929 14547 28109 8718 28025 15469 25163 5933 19052 29732 26564 17281 5574 22986 5697 21092 4438 8137 23953 5368 2066 4938 24583 2106 29627 15107
1633,28705 13712 8194 17857 21473 8641 15316 2281 14123 19121 19121 11160 8266 3262 10449 10446 22986 8750 5574 7469 1185 ， 20850 13535 24199 9273 9601 19121 27893 1951 15766 9090 6762 9963 979 8194 26669 21092 1258 12331 26694 8
1634,10026 27308 7481 16456 5933 10449 8209 25112 8137 ， 19636 10645 979 26669 14501 4898 14131 13489 29832 21326 ， 4198 14131 15305 19934 18417 2628 13029 28614 25504 16051 12163 6844 25368 752 24586 648 16294 11192 9755 23635 22131 1317
1635,19121 13470 16157 23452 13700 27067 30241 19910 23452 9601 28332 27067 5697 19910 23452 12163 24073 27013 12196 11766 26568 24058 14950 26669 1053 10059 18970 29555 15469 ， 14547 929 26366 8503 4198 2281 19910 23452 24583 15318 17281 10449 9810 6494 3682 23025 11080 24007 9043 27063
1636,25174 12846 4299 7390 8456 19826 19897 13846 23904 23084 10786 25504 ， 29547 16614 6180 19121 3011 2199 8194 25585 7230 929 19897 13846 17281 23904 23084 28461 22197 12170 12846 ， 12772 10300
1637,14547 22705 10411 6517 4873 25483 19121 17281 19121 12235 28503 21473 15469 ， 15682 14232 15305 26096 2281 20447 205 27091 17281 25682 16157 9805 16575 19339 28543 16416 21720 ， 14950 26336 18970 104
1638,17018 1396 20097 3218 16542 15303 25117 17281 10063 21534 2103 611 6082 24007 23468 25585 17281 8100 28136 ， 14547 9731 21833 15469 25284 26366 21534 8679 27322 15766 8679 4529 25682 24540 21326
1639,5346 22542 13114 10300 104 11568 4004 22382 14232 12163 8189 24808 11342 12742 21114 27077 27700 2965 6266 14547 4004 22382 14232 4274 27762 6380 2797 2281 1292 3292 5697 8100 9043 13462 14950 15647 13447 25572 4397 10449 18679 20448 26437 15469
1640,4198 14131 24058 8773 27321 2090 13688 10449 274 4767 12672 854 24586 19047 17144 3240 7800 21004 21450 7923 1242 12443 21554
1641,9601 19121 5609 3994 1823 16328 16328 4198 26564 85 19121 11160 7906 16802 3994 17062 10937 29842 26366 15912 4198 16328 17525 10300 4529 5233 10760 20015 28776 8251 21534 8251 21857 16037 14145 17525 ， 12075 413 4004 12640 10879 3994 17062 10937 29842 15842 25504 9043 3494 24583 15318 20265 10449 14051 25682
1642,10893 4529 11259 19121 28874 2281 17018 1396 21534 8679 23832 19052 4054 14131 8766 10760 7558 17281 28332 13462 8100 28136
1643,413 16337 5574 10879 25257 22633 10039 7481 16456 25585 26313 18319 4004 22382 14232 28461 6653 17281 3848 10879 24058 8773 28332 2910 ， 8503 26537 10300 10658
1644,28503 17080 9283 5111 233 233 4198 2281 15682 14232 15305 4274 13343 1394 23832 19052 8194 1943
1645,3110 18496 13535 25483 8100 3240 7800 25398 6636 1258 11497 6635 28396 25131 8327 19052 2973 ， 4004 8100 30249 15465 23904 29940 10037 10935 1394 233 4198 1506 1317 10893 3144 19052 15707 240 5320 4054 ， 2166 7442
1646,12153 19328 18542 12489 10274 ， 25986 749 29547 2281 233 8679 233 17525 4198 29956 4529 29732 16247 5540 2281 15682 14232 15305 6494 23743 20693 4275 8073 10630 ， 2124 16157 25839 18970 4054 9555 20244 8147 17281 25203 18785 8222 85 ， 14454 16021 8194 10922
1647,25483 19121 979 8194 11010 3644 18430 1989 25473 22410 22007 17281 28675 2281 10411 6517 ， 10935 20817 14232 18970 29555 25945
1648,1258 13535 18496 26336 7661 19121 3218 27700 29000 4873 4054 12567 19551 10941 8147 22410 17281 14547 12163 28957 23635 22131 15469 ， 4004 22382 14232 8146 10674 12170 17568 4767 9614 28957 28648 2224 15098 3636 23904 21853 104 23084 1317 ， 929 26366 7661 19121 8100 8147 17281 14547 14489 27145 11375 23953 15469
1649,1826 11295 27762 6380 2797 27013 12196 25130 2738 1258 10449 27013 18451 2455 10206 18244 19121 2199 8194 ， 6762 20244 13343 27370 29207 19395 13537 16337 25398 29627 18244 19121 21092 19052 12482 17861 19121 20061 27013 18451 ， 26725 8414 4685 1053 27969 13839 19047 10821 24199 9531 10300
1650,2124 854 28874 2106 10039 25483 19121 29732 16247 2281 5809 29179 5809 8679 5809 16328 233 5809 4198 29956 4529 21004 21450 17568 3918 13821 7247 12868 17281 25473 4526 28109 27063
1651,28874 3240 7800 21357 14201 7689 8100 2738 18529 25504 ， 22007 10300 29003 15098 21114 10037 9925 17281 26669 9531 19052 4938 ， 12163 8224 13343 16328 8251 4198 19897 29584 2166 24583 10937 24053 2970 ， 26564 85 2797 6527 8080 24583 2106 19121 10026 16410 28109 17281 10449 14051 25682 ， 9963 2281 20983 26526 16157 26526 22737 30241 5609 28461 15439 23904 21114 10037 9925 18679 2970 12163 8224 13343
1652,14501 27454 29555 25203 15316 23503 8456 4274 15316 8327 17281 28709 3382 13489 15469 ， 14547 2281 14501 27454 220 4197 17281 5602 11243 10300 22157 ， 881 5310 16459 17937 17281 27013 19436 23904 19938 15469 ， 1258 15766 15766 23904 1317 26183 23619 7661 28109 13535 14547 3218 12614 16456 24007
1653,25483 19121 8100 8147 3682 24007 1292 929 12163 8224 13343 26307 18947 21092 2281 1258 10446 24162 5609 1654 23588 28900 17281 12960 2124 13535 929 17281 ， 25473 12153 25945
1654,5368 4397 1845 274 23635 28025 27095 14868 30241 233 274 23635 28025 8414 23588 ， 7915 25130 28018 5379 1065 23904 24586 16648 12248 9268 16542 1662 13688 10449 8164 12790 4969 ， 17018 1396 1396 27653
1655,28503 17080 23520 10636 26564 85 12163 8224 13343 2281 5120 10647 4873 12567 17281 29038 30016 3144 14547 12163 17227 8194 15469 10922 8644 14489 25843 3218 4767 15647 6653 23904 17227 26096 3249 15301 25572 2797 929 14489 25843 23120 26328 4198 14131 23904 26694 8 17281 9866 2124 ， 8194 26526 9601
1656,4198 14131 27013 12196 28874 2281 25368 752 26082 15107 20481 25585 24199 9273 4198 14131 17062 19551 1065 2337 4018 29192 17281 13767 27370 21534 1845 16037 ， 20565 4054 17568 26313 13767 27370 21534 1845 11732 12153 28648 ， 4198 8146 1317
1657,19910 23452 12163 24073 27013 12196 26568 24058 14950 26669 4054 18970 29555 ， 28503 10620 22253 29498 5602 26366 20429 21004 4873 17281 15014 19052 5697 9023 625 23468 4274 11342 2281 15014 19052 8456 19826 12153 25682 5091 12248 19910 23452 12163 24073 3262 2124 8194 17281 10026 27308
1658,15784 13783 26363 27370 16328 20923 10941 18743 28525 12248 5119 5933 26313 19910 23452 ， 28705 19121 3240 7800 25483 19121 16853 18499 25163 6809 16119 20788 20788 28965 25219 12023 7994 ， 2286 1396 16328 2103 8679
1659,104 22131 28874 16614 6180 7661 19121 27013 12196 1451 24053 929 14547 28648 19121 28394 1433 24007 15469 17281 14547 14244 3262 8808 12790 15469
1660,25585 17861 2797 27331 ， 10647 3644 26336 28568 18787 ， 7481 10204 15305 19458 17227 21079 19636 19800 4925 16230 1845 1396 11160 3494 20448 3470 18787 ， 14501 8067 10723 8147 2124 16157 10274 7154 4925 28428 20097 20060 24094 27331 21534 8679
1661,26564 85 25483 11568 3844 26417 22666 25473 20097 28648 2224 23904 24586 2281 8251 233 28438 10300 11160 7251 29099 ， 10935 6832 22382 27427 25682 20781 13178 4274 25483 19121 14477 7800 28648 2224 5602 9810
1662,12075 16337 1242 28503 14131 23904 19897 10449 10596 979 22443 20448 26725 8414 ， 20850 10647 3302 240 10449 749 17281 24058 8773 19551 28461 6189 ， 27762 6380 2797 19897 7481 12153 8644 11962 21857 13767 19328 19121 3011 17227 18985 25504 16051 27166 85 12170 12846
1663,18451 15707 29547 13712 1292 929 4925 12446 ， 5890 6762 4837 19395 28332 9810 28332 28860 8100 17281 4767 9614 10647 15647
1664,25658 4529 12153 3519 6494 19121 30100 8100 6200 11962 26363 13767 1225 26096 2281 929 9043 3494 3110 18496 5933 19052 8808 12790
1665,9601 19121 19121 12235 28461 26748 20531 8503 1602 12153 14547 29732 16247 28139 17861 9601 19121 23904 5609 1292 929 22208 18244 17281 19226 85 15469 26336 18319 29610 12153 3240 7800 ， 929 26366 11259 19121 26307 18947 28109 2281 10531 21004 26669 17281 29003 15098 14547 23513 11259 27145 15469 26564 85
1666,20850 1292 929 8189 3240 7800 23468 25585 ， 3844 11160 23146 16856 26307 18947 10935 6832 22382 2106 10039 22443 20448 23468 25585 1258 10449 929 3328
1667,9019 8147 6353 24426 929 23308 25130 10879 1823 21720 1451 24053 27173 17672 ， 5346 22542 13114 10300 104 11568 27762 6380 2797 12163 10063 24808 11342 15682 705 27653 6266 19551 25483 19121 26307 18947 12163 8224 13343 2286 1396 16328 233 8679 20781 13178 7424 23308 25130 10879 7251 8100 25682
1668,4198 14131 27013 12196 19733 26154 749 26568 9273 1629 19121 27321 6635 26336 8147 24426 5933 19052 26082 15107 ， 7481 16456 8194 8414 4873 25398 29627 15469 ， 14547 10893 3144 19636 10645 979 26417 2738 4198 14131 19121 27321 6635 ， 4198 14131 396 1938 28503 17080 23520 10636 17281 1882 2970 1317
1669,12163 8224 13343 28874 10411 6517 1317 7481 16456 17857 21473 10722 7558 8766 23349 749 ， 2281 3218 8503 17281 16122 25483 19551 561 23349 749 1943 10274 9601 ， 20565 4054 14034 17256 14018 26669 28965 1951 29265
1670,11663 12163 10647 4274 648 8224 28648 22737 15360 29731 9428 19328 648 8224 4767 12672 854 24586 9963 648 29640 23349 26526 19328 26526 8 1451 24053 8194 1943 ， 648 8224 8146 10674 1317
1671,14547 29038 30016 3144 14489 25483 396 2446 8194 1943 10647 26366 233 8679 13721 23832 19052 15469 ， 11444 83 24583 17256 23904 22208 16856 9410 7247 18244 14232 2106 10039 ， 16328 17525 4198 15912 14051 17281 8194 1943 8456 19826 25682
1672,1258 13535 1053 19604 23635 22131 21473 13114 24058 8773 17281 11100 12567 20823 7077 ， 12153 24058 8773 13462 14950 29430 24583 1451 2990 16133 6809 29265 18600 27369 26363 20923 22812 11760 22737 28751 29731 10879 10596 12659 17281 6285 6636 12567 9866 ， 16825 23980 2199 4198 4529 24583 28109 1826 26669
1673,7442 27878 12163 8224 13343 10449 10596 929 3848 2910 929 25483 19121 8335 6635 18890 29000 5602 21649 21481 979 141 ， 14547 8335 6635 2747 5602 21649 15469 22705 979 2281 29956 4529 25483 19121 5697 3848 2910 17281 1943 10274 21726 3784 9601 ， 3970 30283
1674,28874 10647 6653 18679 24583 15318 29640 19339 28943 17281 22933 12659 28709 1562 21004 4767 ， 25483 19121 11100 12567 19636 10645 25368 24583 22705 2281 3848 19855 9023 23598 9601 4938 6653 13995 ， 10893 28648
1675,13778 9925 26823 11295 1292 929 8189 15647 6653 23904 28256 648 1242 13535 3844 11160 23146 16856 17281 14547 22007 10300 26307 18947 15469 ， 4274 8766 10723 24073 16542 1242 9672 19121 12235 10449 12590
1676,2797 24540 13535 2281 8282 1938 3545 3623 18787 15927 ， 14501 27454 15912 1823 26564 85 10647 20548 8183 18787 11662 10148 18970 9192 11160 ， 979 18581 9192 11160 27360 15107 11295 26336
1677,1258 13535 21481 1053 10059 17281 9043 24540 ， 25131 7442 7868 8644 11259 19121 ， 7424 9925 8147 7868 12567 17281 12206 25139 19892 29243 16122 1394 ， 8766 23904 21853 28874 2106 10039
1678,235 23926 17062 8100 28874 26564 8189 26669 21694 23404 27370 233 16328 1258 12331 12640 4368 29504 18754 17281 30016 4438 25504 14950 19339 ， 26336 9498 2281 2832 20097 16542 9379 10636 4438 25504 17281 10026 27308 12052 ， 27363 9981
1679,20850 13535 8194 14976 29869 26336 27700 17281 11513 8513 23381 10872 21004 21450 21105 17227 ， 5609 28461 15439 23904 25848 2166 1292 929 8266 492 21105 17227 ， 20983 16157 26526 22737 21114 10037 9925 2106 10039
1680,1730 4004 22382 14232 21481 1242 29525 19948 26336 29956 11688 26183 ， 3682 17937 19339 8258 23415 10026 10723 12052 25572 1116 1030 27145 ， 14547 1242 3249 15469 25163 11513 30100 7510 2281 24540 21326 8482 7510 17281 20163 4938 9601
1681,16614 6180 19286 5609 21655 13462 27013 12196 7251 29099 10786 7077 10723 4772 ， 1938 15912 26366 21534 12672 4807 4767 ， 13589 19654 10723 24073 20823 11080 22204 7481 25572 16328 15766 21694 ， 12369 8139 24457 5834 7659 20823 7077 10067 6056 29430 3696 8750 3844 24586 8194 24583 17256 23904 20015 12206 25572 14232 25945
